X,AUC35_Cl,CL,DR1_45min,DR1_scan2,De,R1_45min,R1_scan2,RE_R1l,RE_Sl,Te,kbh,khe,ve
AvrALP,-0.3160550337921514,-0.0468445687314509,-0.3233564660278017,-0.3386463505077612,-0.6492595669679122,-0.3101235624734688,-0.3146434968293303,-0.3826968160720705,-0.4087403492818914,-0.5409659508279625,-0.3563352751652036,0.3139837085224521,-0.6297570023731831
AvrALT,0.0671124766897714,-0.0790679778272113,0.1033988848801177,0.1261801734914923,-0.0187900206480789,0.080975830590111,0.0841387632686512,0.0727271765207625,0.0166316994496293,-0.0271801329955445,0.0598541958804426,-0.2732962155257423,-0.0015043675656894
AvrAlb,-0.1725967688933144,0.3215985600924776,-0.065383586243115,-0.0109861357672492,0.117714660552556,-0.0511077725116497,0.0144804691271707,-0.1592264916561349,-0.2105335904412561,0.2911086360418161,0.4528778119810189,0.0130204529084642,0.4602186254171222
AvrBili,-0.2936337416216126,0.3370524408524353,-0.280047190025026,-0.2741022645416692,-0.6947294905868743,-0.2717200942271484,-0.2595377599852544,-0.3708107560900752,-0.4290584702387134,-0.6429153171574984,0.2423924145384947,0.4284563603379335,-0.6599207980599685
AvrConBili,-0.3936025794488389,0.4989980671228338,-0.3698771424428478,-0.3691750501491319,-0.7407956829234082,-0.361982344879968,-0.355608728661713,-0.4579869703536408,-0.5150686646851885,-0.6375994725281758,0.4590638289331735,0.640961529591694,-0.6304715571633615
AvrConTotBili,-0.4347081931940256,0.5004035940906703,-0.4216336557753901,-0.4277812702921603,-0.3156789051926532,-0.4250013100886576,-0.4353188387323104,-0.420809066311293,-0.4206213802494427,-0.1659705028094899,0.6053445505681431,0.6988932803765808,-0.1954058157942048
